11411;36.15;0;0.02;1.01;-1.34;-2.44;-2.44;1.09;2021-05-31 10:41:26.081;7
11412;36.15;0;0.02;1.01;-1.4;-2.44;-2.38;1.09;2021-05-31 10:41:26.661;7
11413;36.15;0;0.02;1.02;-1.34;-2.5;-2.38;1.09;2021-05-31 10:41:27.241;7
11414;36.19;0;0.01;1.02;-1.46;-2.38;-2.38;1.09;2021-05-31 10:41:27.819;7
11415;36.19;0;0.01;1.02;-1.34;-2.44;-2.44;1.09;2021-05-31 10:41:28.400;7
11416;36.19;0;0.01;1.02;-1.4;-2.44;-2.32;1.09;2021-05-31 10:41:28.979;7
11417;36.15;0;0.02;1.01;-1.4;-2.5;-2.38;1.09;2021-05-31 10:41:29.561;7
11418;36.19;0;0.02;1.02;-1.34;-2.44;-2.38;1.09;2021-05-31 10:41:30.143;7
11419;36.19;0;0.02;1.02;-1.28;-2.38;-2.38;1.09;2021-05-31 10:41:30.718;7
11420;36.15;0;0.02;1.01;-1.28;-2.5;-2.38;1.09;2021-05-31 10:41:31.299;7
11421;36.15;0;0.01;1.01;-1.4;-2.44;-2.38;1.09;2021-05-31 10:41:31.883;7
11422;36.15;0;0.02;1.01;-1.28;-2.5;-2.44;1.09;2021-05-31 10:41:32.458;7
11423;36.15;0;0.02;1.02;-1.4;-2.44;-2.5;1.09;2021-05-31 10:41:33.041;7
11424;36.15;0;0.01;1.02;-1.46;-2.38;-2.38;1.09;2021-05-31 10:41:33.618;7
11425;36.19;0;0.01;1.01;-1.28;-2.5;-2.38;1.09;2021-05-31 10:41:34.199;7
11426;36.19;0;0.01;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:41:34.781;7
11427;36.15;0;0.02;1.02;-1.46;-2.5;-2.38;1.09;2021-05-31 10:41:35.359;7
11428;36.19;0;0.02;1.02;-1.34;-2.5;-2.38;1.09;2021-05-31 10:41:35.943;7
11429;36.15;0.01;0.02;1.05;-1.34;-2.44;-2.38;1.09;2021-05-31 10:41:36.518;7
11430;36.15;-0.01;0.02;1.02;-1.46;-2.44;-2.44;1.09;2021-05-31 10:41:37.100;7
11431;36.15;0;0.01;1.01;-1.28;-2.5;-2.32;1.09;2021-05-31 10:41:37.678;7
11432;36.15;0;0.02;1.02;-1.34;-2.5;-2.38;1.09;2021-05-31 10:41:38.258;7
11433;36.15;0;0.01;1.02;-1.4;-2.56;-2.38;1.09;2021-05-31 10:41:38.838;7
11434;36.15;0;0.02;1.02;-1.4;-2.44;-2.38;1.09;2021-05-31 10:41:39.418;7
11435;36.15;0;0.01;1.02;-1.4;-2.5;-2.44;1.09;2021-05-31 10:41:40.004;7
11436;36.15;0;0.02;1.01;-1.4;-2.5;-2.44;1.09;2021-05-31 10:41:40.578;7
11437;36.15;-0.01;0.02;1.02;-1.34;-2.5;-2.44;1.09;2021-05-31 10:41:41.158;7
11438;36.15;0;0.01;1.02;-1.53;-2.32;-2.44;1.09;2021-05-31 10:41:41.738;7
11439;36.15;0;0.02;1.01;-1.4;-2.44;-2.32;1.09;2021-05-31 10:41:42.319;7
11440;36.15;0;0.02;1.01;-1.4;-2.5;-2.44;1.09;2021-05-31 10:41:42.897;7
11441;36.19;0;0.02;1.01;-1.34;-2.44;-2.44;1.09;2021-05-31 10:41:43.477;7
11442;36.15;0;0.01;1.01;-1.34;-2.5;-2.44;1.09;2021-05-31 10:41:44.058;7
11443;36.15;0;0.02;1.02;-1.4;-2.56;-2.32;1.09;2021-05-31 10:41:44.637;7
11444;36.19;0;0.02;1.01;-1.46;-2.44;-2.38;1.09;2021-05-31 10:41:45.217;7
11445;36.19;-0.01;0.02;1.01;-1.34;-2.56;-2.44;1.09;2021-05-31 10:41:45.797;7
11446;36.19;0;0.02;1.02;-1.28;-2.5;-2.38;1.09;2021-05-31 10:41:46.377;7
11447;36.15;0;0.02;1.02;-1.4;-2.38;-2.38;1.09;2021-05-31 10:41:46.957;7
11448;36.15;0;0.01;1.02;-1.46;-2.5;-2.44;1.09;2021-05-31 10:41:47.542;7
11449;36.15;0;0.02;1.02;-1.4;-2.44;-2.44;1.09;2021-05-31 10:41:48.117;7
11450;36.19;0;0.02;1.01;-1.34;-2.44;-2.44;1.09;2021-05-31 10:41:48.698;7
11451;36.15;0;0.01;1.02;-1.4;-2.44;-2.38;1.09;2021-05-31 10:41:49.280;7
11452;36.19;0;0.01;1.02;-1.34;-2.44;-2.44;1.09;2021-05-31 10:41:49.859;7
11453;36.15;-0.01;0.01;1.02;-1.4;-2.44;-2.5;1.09;2021-05-31 10:41:50.437;7
11454;36.15;-0.01;0.01;1.01;-1.46;-2.44;-2.38;1.09;2021-05-31 10:41:51.017;7
11455;36.15;0;0.01;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:41:51.597;7
11456;36.19;0;0.01;1.01;-1.4;-2.5;-2.44;1.09;2021-05-31 10:41:52.179;7
11457;36.15;0;0.01;1.01;-1.46;-2.5;-2.38;1.09;2021-05-31 10:41:52.757;7
11458;36.15;0;0.01;1.02;-1.34;-2.44;-2.38;1.09;2021-05-31 10:41:53.339;7
11459;36.15;0;0.01;1.02;-1.34;-2.44;-2.32;1.09;2021-05-31 10:41:53.917;7
11460;36.19;0;0.01;1.01;-1.4;-2.44;-2.38;1.09;2021-05-31 10:41:54.498;7
11461;36.15;0;0.01;1.02;-1.34;-2.5;-2.44;1.09;2021-05-31 10:41:55.077;7
11462;36.15;0;0.01;1.02;-1.4;-2.44;-2.38;1.09;2021-05-31 10:41:55.657;7
11463;36.15;0;0.02;1.02;-1.46;-2.44;-2.44;1.09;2021-05-31 10:41:56.239;7
11464;36.15;0;0.01;1.02;-1.34;-2.44;-2.44;1.09;2021-05-31 10:41:56.816;7
11465;36.15;0;0.01;1.02;-1.34;-2.5;-2.38;1.09;2021-05-31 10:41:57.396;7
11466;36.15;0;0.01;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:41:57.979;7
11467;36.19;-0.01;0.02;1.01;-1.34;-2.5;-2.38;1.09;2021-05-31 10:41:58.556;7
11468;36.15;0;0.01;1.02;-1.4;-2.38;-2.32;1.09;2021-05-31 10:41:59.138;7
11469;36.15;0;0.02;1.02;-1.34;-2.44;-2.38;1.09;2021-05-31 10:41:59.726;7
11470;36.19;0;0.01;1.02;-1.28;-2.44;-2.44;1.09;2021-05-31 10:42:00.303;7
11471;36.15;0;0.02;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:42:00.877;7
11472;36.15;0;0.02;1.02;-1.34;-2.5;-2.44;1.09;2021-05-31 10:42:01.460;7
11473;36.15;0;0.02;1.01;-1.4;-2.38;-2.38;1.09;2021-05-31 10:42:02.037;7
11474;36.19;0;0.02;1.02;-1.46;-2.44;-2.38;1.09;2021-05-31 10:42:02.632;7
11475;36.15;-0.01;0.01;1.02;-1.4;-2.38;-2.44;1.09;2021-05-31 10:42:03.196;7
11476;36.15;0;0.01;1.02;-1.34;-2.44;-2.32;1.09;2021-05-31 10:42:03.776;7
11477;36.15;0;0.02;1.02;-1.4;-2.44;-2.38;1.09;2021-05-31 10:42:04.356;7
11478;36.15;0;0.01;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:42:04.936;7
11479;36.15;0;0.01;1.02;-1.46;-2.44;-2.44;1.09;2021-05-31 10:42:05.527;7
11480;36.19;0;0.01;1.02;-1.4;-2.56;-2.38;1.09;2021-05-31 10:42:06.096;7
11481;36.19;0;0.01;1.01;-1.4;-2.44;-2.38;1.09;2021-05-31 10:42:06.676;7
11482;36.19;-0.01;0.01;1.01;-1.34;-2.44;-2.38;1.09;2021-05-31 10:42:07.256;7
11483;36.15;0;0.01;1.01;-1.34;-2.5;-2.38;1.09;2021-05-31 10:42:07.836;7
11484;36.15;-0.01;0.01;1.02;-1.4;-2.44;-2.44;1.09;2021-05-31 10:42:08.417;7
11485;36.19;0;0.01;1.02;-1.34;-2.5;-2.38;1.09;2021-05-31 10:42:08.995;7
11486;36.19;-0.01;0.01;1.02;-1.34;-2.32;-2.44;1.09;2021-05-31 10:42:09.577;7
11487;36.19;0;0.01;1.01;-1.34;-2.38;-2.38;1.09;2021-05-31 10:42:10.156;7
11488;36.19;0;0.01;1.02;-1.4;-2.44;-2.38;1.09;2021-05-31 10:42:10.735;7
11489;36.15;0;0.01;1.02;-1.28;-2.5;-2.38;1.09;2021-05-31 10:42:11.315;7
11490;36.15;0;0.02;1.02;-1.34;-2.5;-2.38;1.09;2021-05-31 10:42:11.896;7
11491;36.15;-0.01;0.01;1.02;-1.28;-2.5;-2.38;1.09;2021-05-31 10:42:12.475;7
11492;36.15;0;0.02;1.01;-1.4;-2.44;-2.32;1.09;2021-05-31 10:42:13.057;7
11493;36.15;0;0.02;1.02;-1.4;-2.44;-2.5;1.09;2021-05-31 10:42:13.637;7
11494;36.15;0;0.02;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:42:14.218;7
11495;36.19;0;0.01;1.02;-1.4;-2.5;-2.44;1.09;2021-05-31 10:42:14.798;7
11496;36.15;-0.01;0.01;1.02;-1.34;-2.44;-2.38;1.09;2021-05-31 10:42:15.374;7
11497;36.19;-0.01;0.01;1.02;-1.4;-2.38;-2.32;1.09;2021-05-31 10:42:15.955;7
11498;36.19;0;0.01;1.02;-1.4;-2.44;-2.44;1.09;2021-05-31 10:42:16.534;7
11499;36.19;0;0.02;1.02;-1.34;-2.5;-2.44;1.09;2021-05-31 10:42:17.114;7
11500;36.15;0;0.02;1.02;-1.4;-2.44;-2.38;1.09;2021-05-31 10:42:17.698;7
11501;36.15;0;0.02;1.01;-1.34;-2.44;-2.32;1.09;2021-05-31 10:42:18.277;7
11502;36.19;0;0.02;1.01;-1.59;-2.32;-2.32;1.09;2021-05-31 10:42:18.854;7
11503;36.19;0;0.01;1.01;-1.34;-2.44;-2.38;1.09;2021-05-31 10:42:19.435;7
11504;36.19;-0.01;0.02;1.02;-1.4;-2.5;-2.38;1.09;2021-05-31 10:42:20.017;7
11505;36.15;-0.01;0.01;1.01;-1.4;-2.44;-2.32;1.09;2021-05-31 10:42:20.594;7
11506;36.15;0;0.02;1.02;-1.34;-2.38;-2.38;1.09;2021-05-31 10:42:21.176;7
11507;36.19;-0.01;0.02;1.02;-1.4;-2.5;-2.44;1.09;2021-05-31 10:42:21.754;7
