9514;36.53;-0.01;0.01;1.02;-1.4;-2.44;-2.5;1.03;2021-05-31 10:08:23.336;6
9515;36.53;0;0.01;1.02;-1.34;-2.5;-2.5;1.03;2021-05-31 10:08:23.915;6
9516;36.57;0;0.01;1.01;-1.34;-2.5;-2.44;1.03;2021-05-31 10:08:24.497;6
9517;36.53;0;0.02;1.02;-1.4;-2.44;-2.44;1.03;2021-05-31 10:08:25.077;6
9518;36.53;-0.01;0.01;1.02;-1.34;-2.56;-2.5;1.03;2021-05-31 10:08:25.657;6
9519;36.57;0;0.02;1.02;-1.34;-2.44;-2.44;1.03;2021-05-31 10:08:26.236;6
9520;36.53;0;0.01;1.02;-1.28;-2.5;-2.38;1.03;2021-05-31 10:08:26.817;6
9521;36.53;0;0.02;1.02;-1.34;-2.38;-2.44;1.03;2021-05-31 10:08:27.396;6
9522;36.53;0;0.02;1.02;-1.34;-2.56;-2.5;1.03;2021-05-31 10:08:27.971;6
9523;36.57;-0.01;0.02;1.02;-1.46;-2.44;-2.44;1.03;2021-05-31 10:08:28.551;6
9524;36.57;0;0.02;1.02;-1.4;-2.38;-2.56;1.03;2021-05-31 10:08:29.131;6
9525;36.57;0;0.01;1.02;-1.4;-2.44;-2.44;1.03;2021-05-31 10:08:29.717;6
9526;36.57;-0.01;0.02;1.02;-1.46;-2.44;-2.44;1.03;2021-05-31 10:08:30.291;6
9527;36.57;0;0.01;1.02;-1.34;-2.56;-2.5;1.03;2021-05-31 10:08:30.873;6
9528;36.57;-0.01;0.01;1.02;-1.34;-2.5;-2.5;1.03;2021-05-31 10:08:31.456;6
9529;36.57;-0.01;0.01;1.01;-1.53;-2.44;-2.5;1.03;2021-05-31 10:08:32.036;6
9530;36.57;-0.01;0.02;1.02;-1.46;-2.44;-2.44;1.03;2021-05-31 10:08:32.616;6
9531;36.57;-0.01;0.01;1.02;-1.4;-2.44;-2.44;1.03;2021-05-31 10:08:33.196;6
9532;36.53;-0.01;0.02;1.02;-1.34;-2.5;-2.5;1.03;2021-05-31 10:08:33.776;6
9533;36.57;-0.01;0.01;1.01;-1.4;-2.44;-2.5;1.03;2021-05-31 10:08:34.356;6
9534;36.53;0;0.01;1.02;-1.34;-2.5;-2.38;1.03;2021-05-31 10:08:34.935;6
9535;36.57;-0.01;0.01;1.02;-1.4;-2.44;-2.5;1.03;2021-05-31 10:08:35.511;6
9536;36.57;0;0.02;1.02;-1.34;-2.44;-2.5;1.03;2021-05-31 10:08:36.090;6
9537;36.53;0;0.01;1.02;-1.34;-2.44;-2.44;1.03;2021-05-31 10:08:36.675;6
9538;36.57;0;0.02;1.01;-1.4;-2.44;-2.5;1.03;2021-05-31 10:08:37.256;6
9539;36.57;-0.01;0.01;1.01;-1.34;-2.56;-2.5;1.03;2021-05-31 10:08:37.836;6
9540;36.53;0;0.02;1.02;-1.34;-2.56;-2.44;1.03;2021-05-31 10:08:38.415;6
9541;36.57;-0.01;0.01;1.02;-1.46;-2.44;-2.56;1.03;2021-05-31 10:08:38.996;6
9542;36.57;-0.01;0.01;1.01;-1.34;-2.5;-2.5;1.03;2021-05-31 10:08:39.576;6
9543;36.57;0;0.01;1.02;-1.4;-2.44;-2.44;1.03;2021-05-31 10:08:40.155;6
9544;36.57;-0.01;0.02;1.02;-1.46;-2.32;-2.5;1.03;2021-05-31 10:08:40.735;6
9545;36.57;0;0.02;1.02;-1.34;-2.5;-2.44;1.03;2021-05-31 10:08:41.315;6
9546;36.57;-0.01;0.01;1.02;-1.34;-2.56;-2.38;1.03;2021-05-31 10:08:41.895;6
9547;36.57;0;0.01;1.02;-1.28;-2.44;-2.44;1.03;2021-05-31 10:08:42.475;6
9548;36.53;-0.01;0.01;1.01;-1.4;-2.38;-2.44;1.03;2021-05-31 10:08:43.055;6
9549;36.57;-0.01;0.02;1.01;-1.4;-2.38;-2.5;1.03;2021-05-31 10:08:43.635;6
9550;36.57;-0.01;0.01;1.01;-1.46;-2.5;-2.5;1.03;2021-05-31 10:08:44.215;6
9551;36.57;-0.01;0.01;1.01;-1.34;-2.44;-2.44;1.03;2021-05-31 10:08:44.795;6
9552;36.57;0;0.01;1.01;-1.34;-2.5;-2.44;1.03;2021-05-31 10:08:45.375;6
9553;36.57;0;0.01;1.02;-1.34;-2.5;-2.44;1.03;2021-05-31 10:08:45.955;6
9554;36.57;0;0.01;1.02;-1.53;-2.32;-2.38;1.03;2021-05-31 10:08:46.529;6
9555;36.57;-0.01;0.01;1.02;-1.46;-2.5;-2.5;1.03;2021-05-31 10:08:47.114;6
