170446;76;96;325;5;2021-05-25 10:58:16.618
170447;76;96;341;5;2021-05-25 10:58:16.640
170448;76;96;335;5;2021-05-25 10:58:16.667
170449;76;96;364;5;2021-05-25 10:58:16.688
170450;76;96;339;5;2021-05-25 10:58:16.712
170451;76;96;348;5;2021-05-25 10:58:16.733
170452;76;96;328;5;2021-05-25 10:58:16.754
170453;76;96;319;5;2021-05-25 10:58:16.775
170454;76;96;337;5;2021-05-25 10:58:16.794
170455;76;96;311;5;2021-05-25 10:58:16.817
170456;76;96;540;5;2021-05-25 10:58:16.841
170457;76;96;305;5;2021-05-25 10:58:16.862
170458;76;96;340;5;2021-05-25 10:58:16.883
170459;76;96;323;5;2021-05-25 10:58:16.904
170460;76;96;335;5;2021-05-25 10:58:16.934
170461;76;96;332;5;2021-05-25 10:58:16.956
170462;76;96;347;5;2021-05-25 10:58:16.979
170463;76;96;347;5;2021-05-25 10:58:17.005
170464;76;96;364;5;2021-05-25 10:58:17.029
170465;76;96;354;5;2021-05-25 10:58:17.049
170466;76;96;371;5;2021-05-25 10:58:17.070
170467;76;96;394;5;2021-05-25 10:58:17.092
170468;76;96;401;5;2021-05-25 10:58:17.112
170469;76;96;382;5;2021-05-25 10:58:17.135
170470;76;96;363;5;2021-05-25 10:58:17.155
170471;76;96;364;5;2021-05-25 10:58:17.177
170472;76;96;343;5;2021-05-25 10:58:17.199
170473;76;96;348;5;2021-05-25 10:58:17.221
170474;76;96;339;5;2021-05-25 10:58:17.241
170475;76;96;337;5;2021-05-25 10:58:17.264
170476;76;96;351;5;2021-05-25 10:58:17.281
170477;76;96;340;5;2021-05-25 10:58:17.302
170478;76;96;329;5;2021-05-25 10:58:17.324
170479;76;96;325;5;2021-05-25 10:58:17.350
170480;76;96;345;5;2021-05-25 10:58:17.370
170481;76;96;324;5;2021-05-25 10:58:17.394
170482;76;96;331;5;2021-05-25 10:58:17.415
170483;76;96;332;5;2021-05-25 10:58:17.437
170484;76;96;342;5;2021-05-25 10:58:17.458
170485;76;96;337;5;2021-05-25 10:58:17.478
170486;76;96;339;5;2021-05-25 10:58:17.502
170487;76;96;333;5;2021-05-25 10:58:17.525
170488;76;96;339;5;2021-05-25 10:58:17.547
170489;76;96;354;5;2021-05-25 10:58:17.568
170490;76;96;374;5;2021-05-25 10:58:17.588
170491;76;96;609;5;2021-05-25 10:58:17.607
170492;76;96;358;5;2021-05-25 10:58:17.629
170493;76;96;421;5;2021-05-25 10:58:17.650
170494;76;96;401;5;2021-05-25 10:58:17.671
170495;76;96;370;5;2021-05-25 10:58:17.697
170496;76;96;358;5;2021-05-25 10:58:17.717
170497;76;96;374;5;2021-05-25 10:58:17.736
170498;76;96;353;5;2021-05-25 10:58:17.757
170499;76;96;358;5;2021-05-25 10:58:17.779
170500;76;96;360;5;2021-05-25 10:58:17.800
170501;76;96;384;5;2021-05-25 10:58:17.819
170502;76;96;377;5;2021-05-25 10:58:17.839
170503;76;96;410;5;2021-05-25 10:58:17.864
170504;76;96;396;5;2021-05-25 10:58:17.886
170505;76;96;349;5;2021-05-25 10:58:17.909
170506;76;96;341;5;2021-05-25 10:58:17.950
170507;76;96;313;5;2021-05-25 10:58:17.973
170508;78;96;319;5;2021-05-25 10:58:17.995
170509;78;96;318;5;2021-05-25 10:58:18.016
170510;78;96;338;5;2021-05-25 10:58:18.043
170511;78;96;324;5;2021-05-25 10:58:18.063
170512;78;96;330;5;2021-05-25 10:58:18.083
170513;78;96;329;5;2021-05-25 10:58:18.105
170514;78;96;332;5;2021-05-25 10:58:18.127
170515;78;96;346;5;2021-05-25 10:58:18.147
170516;78;96;351;5;2021-05-25 10:58:18.166
170517;78;96;341;5;2021-05-25 10:58:18.186
170518;78;96;339;5;2021-05-25 10:58:18.210
170519;78;96;355;5;2021-05-25 10:58:18.231
170520;78;96;351;5;2021-05-25 10:58:18.253
170521;78;96;334;5;2021-05-25 10:58:18.278
170522;78;96;331;5;2021-05-25 10:58:18.298
170523;78;96;354;5;2021-05-25 10:58:18.316
170524;78;96;329;5;2021-05-25 10:58:18.341
170525;78;96;492;5;2021-05-25 10:58:18.427
170526;78;96;355;5;2021-05-25 10:58:18.568
170527;78;96;337;5;2021-05-25 10:58:18.590
170528;78;96;337;5;2021-05-25 10:58:18.613
170529;78;96;347;5;2021-05-25 10:58:18.637
170530;78;96;343;5;2021-05-25 10:58:18.659
170531;78;96;349;5;2021-05-25 10:58:18.679
170532;78;96;358;5;2021-05-25 10:58:18.698
170533;78;96;377;5;2021-05-25 10:58:18.717
170534;78;96;379;5;2021-05-25 10:58:18.742
170535;78;96;391;5;2021-05-25 10:58:18.763
170536;78;96;415;5;2021-05-25 10:58:18.785
170537;78;96;411;5;2021-05-25 10:58:18.810
170538;78;96;388;5;2021-05-25 10:58:18.830
170539;78;96;368;5;2021-05-25 10:58:18.848
170540;78;96;366;5;2021-05-25 10:58:18.869
170541;78;96;346;5;2021-05-25 10:58:18.890
170542;79;96;361;5;2021-05-25 10:58:18.913
170543;79;96;353;5;2021-05-25 10:58:18.953
170544;79;96;352;5;2021-05-25 10:58:18.975
170545;79;96;365;5;2021-05-25 10:58:18.997
170546;79;96;362;5;2021-05-25 10:58:19.018
170547;79;96;352;5;2021-05-25 10:58:19.037
170548;79;96;351;5;2021-05-25 10:58:19.061
170549;79;96;368;5;2021-05-25 10:58:19.085
170550;79;96;353;5;2021-05-25 10:58:19.106
170551;79;96;348;5;2021-05-25 10:58:19.128
170552;79;96;354;5;2021-05-25 10:58:19.149
170553;79;96;371;5;2021-05-25 10:58:19.168
170554;79;96;358;5;2021-05-25 10:58:19.190
170555;79;96;355;5;2021-05-25 10:58:19.211
170556;79;96;348;5;2021-05-25 10:58:19.232
170557;79;96;342;5;2021-05-25 10:58:19.259
170558;79;96;351;5;2021-05-25 10:58:19.279
170559;79;96;348;5;2021-05-25 10:58:19.299
170560;79;96;565;5;2021-05-25 10:58:19.320
170561;79;96;313;5;2021-05-25 10:58:19.342
170562;79;96;364;5;2021-05-25 10:58:19.363
170563;79;96;359;5;2021-05-25 10:58:19.383
170564;79;96;357;5;2021-05-25 10:58:19.403
170565;79;96;359;5;2021-05-25 10:58:19.429
170566;79;96;383;5;2021-05-25 10:58:19.451
170567;79;96;363;5;2021-05-25 10:58:19.472
170568;79;96;368;5;2021-05-25 10:58:19.496
170569;79;96;379;5;2021-05-25 10:58:19.515
170570;79;96;402;5;2021-05-25 10:58:19.532
170571;79;96;393;5;2021-05-25 10:58:19.553
170572;79;96;412;5;2021-05-25 10:58:19.575
170573;79;96;381;5;2021-05-25 10:58:19.600
170574;79;96;352;5;2021-05-25 10:58:19.623
170575;79;96;360;5;2021-05-25 10:58:19.644
170576;79;96;348;5;2021-05-25 10:58:19.665
170577;77;96;345;5;2021-05-25 10:58:19.687
170578;77;96;344;5;2021-05-25 10:58:19.708
170579;77;96;357;5;2021-05-25 10:58:19.731
170580;77;96;336;5;2021-05-25 10:58:19.751
170581;77;96;341;5;2021-05-25 10:58:19.773
170582;77;96;325;5;2021-05-25 10:58:19.794
170583;77;96;328;5;2021-05-25 10:58:19.815
170584;77;96;333;5;2021-05-25 10:58:19.835
170585;77;96;339;5;2021-05-25 10:58:19.859
170586;77;96;328;5;2021-05-25 10:58:19.877
170587;77;96;330;5;2021-05-25 10:58:19.898
170588;77;96;350;5;2021-05-25 10:58:19.925
170589;77;96;349;5;2021-05-25 10:58:19.959
170590;77;96;347;5;2021-05-25 10:58:19.978
170591;77;96;343;5;2021-05-25 10:58:20.000
170592;77;96;357;5;2021-05-25 10:58:20.022
170593;77;96;337;5;2021-05-25 10:58:20.043
170594;77;96;333;5;2021-05-25 10:58:20.062
170595;77;96;314;5;2021-05-25 10:58:20.082
170596;77;96;584;5;2021-05-25 10:58:20.108
170597;77;96;303;5;2021-05-25 10:58:20.130
170598;77;96;336;5;2021-05-25 10:58:20.152
170599;77;96;320;5;2021-05-25 10:58:20.176
170600;77;96;331;5;2021-05-25 10:58:20.195
170601;77;96;347;5;2021-05-25 10:58:20.213
170602;77;96;355;5;2021-05-25 10:58:20.234
170603;77;96;349;5;2021-05-25 10:58:20.255
170604;77;96;354;5;2021-05-25 10:58:20.280
170605;77;96;386;5;2021-05-25 10:58:20.304
170606;77;96;386;5;2021-05-25 10:58:20.324
170607;77;96;393;5;2021-05-25 10:58:20.345
170608;77;96;392;5;2021-05-25 10:58:20.367
170609;77;96;392;5;2021-05-25 10:58:20.388
170610;77;96;361;5;2021-05-25 10:58:20.412
170611;77;96;357;5;2021-05-25 10:58:20.432
170612;77;96;345;5;2021-05-25 10:58:20.454
170613;76;96;340;5;2021-05-25 10:58:20.476
170614;76;96;357;5;2021-05-25 10:58:20.498
170615;76;96;346;5;2021-05-25 10:58:20.519
170616;76;96;338;5;2021-05-25 10:58:20.543
170617;76;96;339;5;2021-05-25 10:58:20.560
170618;76;96;358;5;2021-05-25 10:58:20.581
170619;76;96;340;5;2021-05-25 10:58:20.602
170620;76;96;342;5;2021-05-25 10:58:20.628
170621;76;96;343;5;2021-05-25 10:58:20.649
170622;76;96;357;5;2021-05-25 10:58:20.672
