46002;54;96;342;2;2021-05-07 11:01:25.798
46003;54;96;342;2;2021-05-07 11:01:26.359
46004;54;96;334;2;2021-05-07 11:01:26.393
46005;54;96;353;2;2021-05-07 11:01:26.415
46006;54;96;344;2;2021-05-07 11:01:26.437
46007;54;96;346;2;2021-05-07 11:01:26.462
46008;54;96;356;2;2021-05-07 11:01:26.482
46009;54;96;361;2;2021-05-07 11:01:26.504
46010;54;96;359;2;2021-05-07 11:01:26.526
46011;54;96;353;2;2021-05-07 11:01:26.548
46012;54;96;349;2;2021-05-07 11:01:26.569
46013;54;96;346;2;2021-05-07 11:01:26.592
46014;54;96;335;2;2021-05-07 11:01:26.610
46015;54;96;347;2;2021-05-07 11:01:26.631
46016;54;96;330;2;2021-05-07 11:01:26.652
46017;54;96;370;2;2021-05-07 11:01:26.678
46018;54;96;184;2;2021-05-07 11:01:26.697
46019;54;96;338;2;2021-05-07 11:01:26.720
46020;54;96;370;2;2021-05-07 11:01:26.741
46021;54;96;372;2;2021-05-07 11:01:26.762
46022;54;96;376;2;2021-05-07 11:01:26.783
46023;54;96;384;2;2021-05-07 11:01:26.809
46024;54;96;379;2;2021-05-07 11:01:26.834
46025;54;96;382;2;2021-05-07 11:01:26.871
46026;54;96;392;2;2021-05-07 11:01:26.894
46027;54;96;408;2;2021-05-07 11:01:26.917
46028;54;96;409;2;2021-05-07 11:01:26.939
46029;54;96;426;2;2021-05-07 11:01:26.963
46030;54;96;442;2;2021-05-07 11:01:26.980
46031;54;96;430;2;2021-05-07 11:01:27.002
46032;54;96;384;2;2021-05-07 11:01:27.028
46033;54;96;347;2;2021-05-07 11:01:27.051
46034;54;96;338;2;2021-05-07 11:01:27.076
46035;54;96;322;2;2021-05-07 11:01:27.098
46036;54;96;322;2;2021-05-07 11:01:27.115
46037;54;96;324;2;2021-05-07 11:01:27.135
46038;54;96;325;2;2021-05-07 11:01:27.159
46039;56;96;327;2;2021-05-07 11:01:27.183
46040;56;96;334;2;2021-05-07 11:01:27.218
46041;56;96;330;2;2021-05-07 11:01:27.234
46042;56;96;328;2;2021-05-07 11:01:27.257
46043;56;96;336;2;2021-05-07 11:01:27.282
46044;56;96;339;2;2021-05-07 11:01:27.304
46045;56;96;331;2;2021-05-07 11:01:27.325
46046;56;96;333;2;2021-05-07 11:01:27.342
46047;56;96;347;2;2021-05-07 11:01:27.367
46048;56;96;340;2;2021-05-07 11:01:27.391
46049;56;96;333;2;2021-05-07 11:01:27.415
46050;56;96;334;2;2021-05-07 11:01:27.449
46051;56;96;345;2;2021-05-07 11:01:27.465
46052;56;96;345;2;2021-05-07 11:01:27.489
46053;56;96;341;2;2021-05-07 11:01:27.514
46054;56;96;350;2;2021-05-07 11:01:27.541
46055;56;96;357;2;2021-05-07 11:01:27.563
46056;56;96;343;2;2021-05-07 11:01:27.584
46057;56;96;336;2;2021-05-07 11:01:27.604
46058;56;96;335;2;2021-05-07 11:01:27.627
46059;56;96;353;2;2021-05-07 11:01:27.648
46060;56;96;346;2;2021-05-07 11:01:27.670
46061;56;96;400;2;2021-05-07 11:01:27.692
46062;56;96;234;2;2021-05-07 11:01:27.714
46063;56;96;298;2;2021-05-07 11:01:27.739
46064;56;96;374;2;2021-05-07 11:01:27.763
46065;56;96;378;2;2021-05-07 11:01:27.785
46066;56;96;382;2;2021-05-07 11:01:27.857
46067;56;96;395;2;2021-05-07 11:01:27.886
46068;56;96;382;2;2021-05-07 11:01:27.910
46069;56;96;383;2;2021-05-07 11:01:27.930
46070;56;96;383;2;2021-05-07 11:01:27.947
46071;56;96;410;2;2021-05-07 11:01:27.976
46072;56;96;411;2;2021-05-07 11:01:28.003
46073;56;96;430;2;2021-05-07 11:01:28.053
46074;56;96;442;2;2021-05-07 11:01:28.076
46075;56;96;444;2;2021-05-07 11:01:28.127
46076;56;96;402;2;2021-05-07 11:01:28.155
46077;56;96;368;2;2021-05-07 11:01:28.176
46078;56;96;337;2;2021-05-07 11:01:28.201
46079;56;96;329;2;2021-05-07 11:01:28.256
46080;56;96;338;2;2021-05-07 11:01:28.290
46081;56;96;337;2;2021-05-07 11:01:28.330
46082;60;96;331;2;2021-05-07 11:01:28.359
